开始训练...
总样本数: 205896
batch_size: 16
训练周期: 100
Epoch 1/100, Loss: 0.4997, Acc: 83.62%
Epoch 2/100, Loss: 0.2958, Acc: 90.31%
Epoch 3/100, Loss: 0.2443, Acc: 92.00%
Epoch 4/100, Loss: 0.2095, Acc: 93.05%
Epoch 5/100, Loss: 0.1873, Acc: 93.76%
Epoch 6/100, Loss: 0.1684, Acc: 94.27%
Epoch 7/100, Loss: 0.1541, Acc: 94.81%
Epoch 8/100, Loss: 0.1382, Acc: 95.29%
Epoch 9/100, Loss: 0.1276, Acc: 95.68%
Epoch 10/100, Loss: 0.1191, Acc: 95.86%
Epoch 11/100, Loss: 0.1108, Acc: 96.16%
Epoch 12/100, Loss: 0.1020, Acc: 96.46%
Epoch 13/100, Loss: 0.0965, Acc: 96.69%
Epoch 14/100, Loss: 0.0898, Acc: 96.87%
Epoch 15/100, Loss: 0.0852, Acc: 97.00%
Epoch 16/100, Loss: 0.0810, Acc: 97.09%
Epoch 17/100, Loss: 0.0774, Acc: 97.26%
Epoch 18/100, Loss: 0.0735, Acc: 97.44%
Epoch 19/100, Loss: 0.0714, Acc: 97.49%
Epoch 20/100, Loss: 0.0690, Acc: 97.60%
Epoch 21/100, Loss: 0.0663, Acc: 97.66%
Epoch 22/100, Loss: 0.0637, Acc: 97.72%
Epoch 23/100, Loss: 0.0620, Acc: 97.80%
Epoch 24/100, Loss: 0.0603, Acc: 97.88%
Epoch 25/100, Loss: 0.0571, Acc: 97.98%
Epoch 26/100, Loss: 0.0572, Acc: 97.90%
Epoch 27/100, Loss: 0.0548, Acc: 98.04%
Epoch 28/100, Loss: 0.0528, Acc: 98.17%
Epoch 29/100, Loss: 0.0519, Acc: 98.20%
Epoch 30/100, Loss: 0.0507, Acc: 98.16%
Epoch 31/100, Loss: 0.0496, Acc: 98.23%
Epoch 32/100, Loss: 0.0495, Acc: 98.27%
Epoch 33/100, Loss: 0.0470, Acc: 98.30%
Epoch 34/100, Loss: 0.0467, Acc: 98.37%
Epoch 35/100, Loss: 0.0461, Acc: 98.32%
Epoch 36/100, Loss: 0.0432, Acc: 98.49%
Epoch 37/100, Loss: 0.0464, Acc: 98.39%
Epoch 38/100, Loss: 0.0428, Acc: 98.46%
