Start!
Total samples: 182328
batch_size: 1024
Epochs: 100
Epoch 1/100, Loss: 1.5049, Acc: 44.76%
Epoch 2/100, Loss: 0.7743, Acc: 75.27%
Epoch 3/100, Loss: 0.4740, Acc: 84.74%
Epoch 4/100, Loss: 0.3786, Acc: 87.68%
Epoch 5/100, Loss: 0.3311, Acc: 89.16%
Epoch 6/100, Loss: 0.3004, Acc: 90.13%
Epoch 7/100, Loss: 0.2769, Acc: 90.87%
Epoch 8/100, Loss: 0.2587, Acc: 91.43%
Epoch 9/100, Loss: 0.2437, Acc: 91.92%
Epoch 10/100, Loss: 0.2316, Acc: 92.39%
Epoch 11/100, Loss: 0.2216, Acc: 92.68%
Epoch 12/100, Loss: 0.2129, Acc: 92.94%
Epoch 13/100, Loss: 0.2047, Acc: 93.14%
Epoch 14/100, Loss: 0.1989, Acc: 93.31%
Epoch 15/100, Loss: 0.1931, Acc: 93.53%
Epoch 16/100, Loss: 0.1877, Acc: 93.72%
Epoch 17/100, Loss: 0.1833, Acc: 93.87%
Epoch 18/100, Loss: 0.1782, Acc: 94.08%
Epoch 19/100, Loss: 0.1735, Acc: 94.15%
Epoch 20/100, Loss: 0.1701, Acc: 94.34%
Epoch 21/100, Loss: 0.1664, Acc: 94.38%
Epoch 22/100, Loss: 0.1625, Acc: 94.54%
Epoch 23/100, Loss: 0.1587, Acc: 94.66%
Epoch 24/100, Loss: 0.1560, Acc: 94.73%
Epoch 25/100, Loss: 0.1546, Acc: 94.79%
Epoch 26/100, Loss: 0.1510, Acc: 94.86%
Epoch 27/100, Loss: 0.1486, Acc: 94.94%
Epoch 28/100, Loss: 0.1457, Acc: 95.07%
Epoch 29/100, Loss: 0.1437, Acc: 95.08%
Epoch 30/100, Loss: 0.1425, Acc: 95.20%
Epoch 31/100, Loss: 0.1379, Acc: 95.39%
Epoch 32/100, Loss: 0.1367, Acc: 95.37%
Epoch 33/100, Loss: 0.1345, Acc: 95.47%
Epoch 34/100, Loss: 0.1317, Acc: 95.51%
Epoch 35/100, Loss: 0.1297, Acc: 95.60%
Epoch 36/100, Loss: 0.1289, Acc: 95.62%
Epoch 37/100, Loss: 0.1264, Acc: 95.72%
Epoch 38/100, Loss: 0.1242, Acc: 95.81%
Epoch 39/100, Loss: 0.1222, Acc: 95.88%
Epoch 40/100, Loss: 0.1210, Acc: 95.89%
Epoch 41/100, Loss: 0.1227, Acc: 95.87%
Epoch 42/100, Loss: 0.1168, Acc: 96.05%
Epoch 43/100, Loss: 0.1153, Acc: 96.11%
Epoch 44/100, Loss: 0.1143, Acc: 96.18%
