开始训练...
总样本数: 205896
batch_size: 16
训练周期: 100
Epoch 1/100, Loss: 0.6552, Acc: 78.63%
Epoch 2/100, Loss: 0.3880, Acc: 87.28%
Epoch 3/100, Loss: 0.3374, Acc: 89.02%
Epoch 4/100, Loss: 0.3091, Acc: 89.81%
Epoch 5/100, Loss: 0.2868, Acc: 90.50%
Epoch 6/100, Loss: 0.2714, Acc: 91.10%
Epoch 7/100, Loss: 0.2586, Acc: 91.44%
Epoch 8/100, Loss: 0.2483, Acc: 91.78%
Epoch 9/100, Loss: 0.2394, Acc: 92.02%
Epoch 10/100, Loss: 0.2332, Acc: 92.30%
Epoch 11/100, Loss: 0.2268, Acc: 92.49%
Epoch 12/100, Loss: 0.2214, Acc: 92.63%
Epoch 13/100, Loss: 0.2167, Acc: 92.75%
Epoch 14/100, Loss: 0.2115, Acc: 92.90%
Epoch 15/100, Loss: 0.2075, Acc: 93.09%
Epoch 16/100, Loss: 0.2036, Acc: 93.15%
Epoch 17/100, Loss: 0.1984, Acc: 93.34%
Epoch 18/100, Loss: 0.1956, Acc: 93.38%
Epoch 19/100, Loss: 0.1936, Acc: 93.51%
Epoch 20/100, Loss: 0.1903, Acc: 93.56%
Epoch 21/100, Loss: 0.1870, Acc: 93.72%
Epoch 22/100, Loss: 0.1846, Acc: 93.81%
Epoch 23/100, Loss: 0.1826, Acc: 93.86%
Epoch 24/100, Loss: 0.1802, Acc: 93.95%
Epoch 25/100, Loss: 0.1799, Acc: 93.93%
Epoch 26/100, Loss: 0.1757, Acc: 94.10%
Epoch 27/100, Loss: 0.1737, Acc: 94.07%
Epoch 28/100, Loss: 0.1713, Acc: 94.26%
Epoch 29/100, Loss: 0.1706, Acc: 94.23%
Epoch 30/100, Loss: 0.1680, Acc: 94.25%
Epoch 31/100, Loss: 0.1677, Acc: 94.28%
Epoch 32/100, Loss: 0.1651, Acc: 94.38%
Epoch 33/100, Loss: 0.1644, Acc: 94.43%
Epoch 34/100, Loss: 0.1622, Acc: 94.49%
Epoch 35/100, Loss: 0.1616, Acc: 94.50%
Epoch 36/100, Loss: 0.1609, Acc: 94.53%
Epoch 37/100, Loss: 0.1588, Acc: 94.58%
Epoch 38/100, Loss: 0.1574, Acc: 94.60%
Epoch 39/100, Loss: 0.1569, Acc: 94.62%
Epoch 40/100, Loss: 0.1558, Acc: 94.69%
Epoch 41/100, Loss: 0.1552, Acc: 94.73%
Epoch 42/100, Loss: 0.1535, Acc: 94.68%
Epoch 43/100, Loss: 0.1527, Acc: 94.77%
Epoch 44/100, Loss: 0.1518, Acc: 94.75%
Epoch 45/100, Loss: 0.1515, Acc: 94.78%
Epoch 46/100, Loss: 0.1508, Acc: 94.83%
Epoch 47/100, Loss: 0.1492, Acc: 94.84%
Epoch 48/100, Loss: 0.1487, Acc: 94.92%
Epoch 49/100, Loss: 0.1475, Acc: 94.96%
Epoch 50/100, Loss: 0.1464, Acc: 94.92%
Epoch 51/100, Loss: 0.1459, Acc: 94.98%
Epoch 52/100, Loss: 0.1463, Acc: 95.00%
Epoch 53/100, Loss: 0.1452, Acc: 95.02%
Epoch 54/100, Loss: 0.1446, Acc: 95.02%
Epoch 55/100, Loss: 0.1428, Acc: 95.07%
Epoch 56/100, Loss: 0.1427, Acc: 95.09%
Epoch 57/100, Loss: 0.1415, Acc: 95.06%
Epoch 58/100, Loss: 0.1407, Acc: 95.13%
Epoch 59/100, Loss: 0.1397, Acc: 95.19%
Epoch 60/100, Loss: 0.1400, Acc: 95.12%
Epoch 61/100, Loss: 0.1389, Acc: 95.21%
Epoch 62/100, Loss: 0.1391, Acc: 95.16%
Epoch 63/100, Loss: 0.1379, Acc: 95.22%
Epoch 64/100, Loss: 0.1378, Acc: 95.28%
Epoch 65/100, Loss: 0.1374, Acc: 95.24%
Epoch 66/100, Loss: 0.1366, Acc: 95.28%
Epoch 67/100, Loss: 0.1355, Acc: 95.29%
Epoch 68/100, Loss: 0.1344, Acc: 95.35%
Epoch 69/100, Loss: 0.1348, Acc: 95.25%
Epoch 70/100, Loss: 0.1333, Acc: 95.37%
Epoch 71/100, Loss: 0.1338, Acc: 95.37%
Epoch 72/100, Loss: 0.1349, Acc: 95.28%
Epoch 73/100, Loss: 0.1334, Acc: 95.32%
Epoch 74/100, Loss: 0.1331, Acc: 95.41%
Epoch 75/100, Loss: 0.1320, Acc: 95.40%
Epoch 76/100, Loss: 0.1318, Acc: 95.37%
Epoch 77/100, Loss: 0.1317, Acc: 95.43%
Epoch 78/100, Loss: 0.1304, Acc: 95.43%
Epoch 79/100, Loss: 0.1304, Acc: 95.43%
Epoch 80/100, Loss: 0.1293, Acc: 95.48%
Epoch 81/100, Loss: 0.1294, Acc: 95.44%
Epoch 82/100, Loss: 0.1300, Acc: 95.52%
Epoch 83/100, Loss: 0.1300, Acc: 95.47%
Epoch 84/100, Loss: 0.1282, Acc: 95.54%
Epoch 85/100, Loss: 0.1294, Acc: 95.51%
Epoch 86/100, Loss: 0.1271, Acc: 95.48%
